Commit SHA,Commit message
003b3c1a17e2ae54fe24b7f534469f8b661e2727,"'Fixed #5794 -- Be more robust when rendering a DateTimeInput widget. Thanks,\nMikeH.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6594 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
dbd1cb9083db8a0206a4b951813f4c8291afa824,"'Fixed #5183 -- Added __deepcopy__, pop() and popitem() to SortedDict. Based on\na patch from David Blewett.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6593 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
375a6d78cb476f865fe5cccbf3277af7afb4d719,"""Fixed #3496 -- Handle the case of missing (and hence '0') Content-Length header\nin a POST to the wsgi handler. Based on a patch from Mikko Ohtamaa.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6592 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
0ffeb3a42fb2a72356a1059d6d773ad521972e5e,"'Fixed ""django-admin.py --version"" so that it doesn\'t print the version string\ntwice.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6591 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
8e87587e89db8014300f0927799ea025fee53d15,'Fixed #3265 -- Made it a validation error to have field names with trailing\nunderscores. Allowing these would enable peopleto write ambiguous queryset\nfilters (plus makes parsing filters much harder).\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6590 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
ef454b8a14aa3ca1503c2230f44d71b9a5164670,'Fixed a bug in the db cache backend introduced in [6572].\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6589 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
0a4e4d5993f8d76d63c61c414b732b621b559556,'Tweaked the caching docs to be consistent about the format for database caches\n(and fixed a formatting error).\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6588 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
bab4fdc9fd1be47575f440816b4dfc422947d368,"'Fixed #5560 -- Improved the way we create __str__ and __unicode__ methods in\nlazy() objects. This fixes things for Jython and makes the code more readable,\neven for CPython. Thanks, Leo Soto.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6587 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
2adcb3f250860172032f7762695e78f99415fa61,"'Fixed #5664 -- Added a Jython workaround for some assumptions in the signal\ndispatch code. Thanks, Leo Soto.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6586 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
fcbde3cbe5bcfcb88825f28629709b60035d9c9f,"'Fixed #5712 -- Added more robustness to source code display in the debug view.  Our behaviour is a bit more PEP 263 compliant now, too. Thanks, Thomas G\xc3\xbcttler.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6585 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
a1496b054a2b5182387053952980415543276f8f,'Fixed #5732 -- Catch all possible errors when importing a URLConf file. This\nleads to error messages that contain the name of the problem file (useful when\nthe problem is part of an include() import).\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6584 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
3ec6568e64d14b6293e7e1b8df0987430ad20905,"""Modified the test harness to respect the LANGUAGE_CODE setting. Also changed\nDjango's own test runner to always use 'en' for LANGUAGE_CODE when testing\ncore. Fixed #4709\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6583 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
7ca708140a723b42d915d98d9f9c633a77460089,"'Fixed #2920 -- Removed _() from builtins.\n\nThis is backwards incompatible, but easy to work around.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6582 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
6fbf653aa5aa15867e03a5c60bda599d5c99123c,"'Fixed #1065 -- Added a ""cache"" template tag. Thanks, Ian Maurer and, particularly, Nick Lane.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6580 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
1671fc48ab9f1c73ef04a10f0eb9e1f8452cd004,"""Changed the default form presentation of datetime values to not include the\nfractional second values (they usually aren't going to be needed). Based on\npatches from yi.codeplayer@gmail.com, andrews and Wiliam Alves de Souza. Fixed #4428, #4487\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6578 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
d79c6a0125a6d37d5aea63e6ef1d7821d2cf206c,"'Fixed #5013 -- Corrected the documentation about which how further middleware\nprocessing is done after request or view middleware returns something. Thanks,\nJason Yan.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6576 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4c3586582d37b7badfafab0deb630f114d0dd449,"""Fixed #4493 -- Noted that the LocaleMiddleware's placement w.r.t\nCacheMiddleware is important. Thanks, SmileyChris.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6575 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
df644cbab9d1874903bceb853f08da7a9ec56a7a,"'Fixed #5785 -- Updated Catalan and Spanish translations. Thanks, Marc Garcia.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6573 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
714c09b8bdba069d2de49c5cf58f500497711f85,"'Fixed #4831 -- Added an ""add"" cache key method, for parity with memcached\'s\nAPI. This works for all cache backends. Patch from Matt McClanahan.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6572 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
b678601df302307f0e1fed9b5354765a3b238481,"'Fixed #4123 -- Changed the firstof template tag to correctly handle a literal\nstring as its last argument. Thanks, Wesley Fok and Matt Boersma.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6571 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
8a3cf46e6021e9e9b5640c3f79625564527aa165,'Fixed #3502 -- Added TTL support for RSS (not Atom) feeds. Patch from\njason.sidabras@gmail.com and Thomas Kerpe.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6570 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
18e1f56a418290d358c5338b2d97d91256f6df5f,"""Fixed #5475 -- Added the Luhn check algorithm to django.utils.checksums so that\nlocalflavors don't have to reimplement it each time. Thanks, __hawkeye__.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6569 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
f20b254cccfecccaf81df8851790a0e033245d47,'Fixed #899 -- Use model field default values as formfield initial values in\nform_for_model(). Patch from David Danier and PhiR. Thanks.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6568 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
d1efe9b2f754e8eb0c152429afc05adf9fef20d6,"""Fixed #4944 -- Added a note about Model.save() raising IntegrityError is a\n'unique' constraint is violated. Patch from PhiR.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6566 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
cc6139ab50d07b4c61cf8302ebb16d764a995d9a,"""Fixed #4982 -- Fixed handling of '%' symbols in 'blocktrans' blocks. Thanks,\npermonik@mesias.brnonet.cz.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6565 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
22ee68961a2bf44c6a395b7c746e6bdfceebf8f3,"'Added a section to the template documentation to clarify the arbitrary Python\ncode should not be expected to work. The might help balance expectations.\nThanks, James Bennett. Fixed #5125.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6562 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
c858efe912603a0fc0d391bfcf0354f784071ad1,"'Fixed #5512 -- Added a note about a common MySQLdb upgrade problem. Thanks,\nMatt Boersma.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6561 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
233d76cf2587f9b95e34cdf0e5c7a50aa99b416a,"'Fixed #5601 -- Point out the existence of pep8.py for people wanting some extra\nhelp checking for consistency. Thanks, simeon.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6560 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
2f17153c0271b5bd421a3975e1b21c98b7912355,'Fixed #5637 -- Clarified that nothing extra is required when using SQLite and\nPython 2.5. Based on a patch from Matt Boersma.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6559 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
4c0d8d882d1796b08c51eb6930de1327311a0f1d,"'Fixed #4729 -- Restored functionality to the Session class so that popping a\nvalue marks it as modified. This was accidentally lost in the changes in\n[6333]. Thanks, __hawkeye__.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6558 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4362d154fb91595c83308e2f5d6d03d11862f8b1,"'Fixed #4902 -- Added some missing Czech uppercase characters to urlify.js.\nThanks, michal@plovarna.cz.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6557 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
8db11840d3ded74275af0a76855d05ece5e6641a,"'Fixed #5200 -- Added some more functionality to the Polish localflavor. Thanks,\nSlawek Mikula.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6556 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
aac5555f2fb333d958e838274fd18cf3ac89d914,"'Fixed #4036 -- Added Spanish localflavor. Thanks, ricardojbarrios@gmail.com and\noggie_rob.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6555 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
bece0317724cc5ab436e493e62b99e7d4e3de5ec,"'Fixed #5734 -- Fixed an omission where we weren\'t passing the ""safe"" argument\nupstream in django.utils.http.urlquote(). Thanks, Thomas G\xc3\xbcttler.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6554 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
5ef7c4c525c1e493c3feaf89606a5c1b36acdfc3,"'Fixed #5762 -- Quoted the portions that make up the URL when appending\n""www."" or adding a trailing slash in common middleware.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6553 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
a0fdd7c7dd263cc0718d0e54597f9da414fd775c,'Fixed #5778 -- Changed the way we detect if a string is non-ASCII when creating\nemail headers. This fixes a problem that was showing up on some (but not all)\nsystems.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6551 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f34935c37fd110100e22a4af6793a56aa64a21a6,"'Slightly changed the way we handle non-UTF-8 encoded URIs (see [6475]). Made it\neasier to subclass the current behaviour, if needed. Fixed #5738.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6550 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e60c26d5bb9960866700eccd3392711e523a90e6,"'Fixed #5562 -- Changed settings of Expires heading when expiring a cookie to\nwork with non-compliant browsers (also removes a non-compliance feature of our\nown). Thanks, caifen1985@gmail.com and SmileyChris.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6549 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
570e8936d9aaf217ef61d9b46fb9f5361f013c28,"'Fixed #4969 -- Changed content retrieval in HttpResponse to be more robust in\nthe presence of an existing content encoding. Fixes some sporadic failures with\nthe GzipMiddleware, for example. Thanks, Johann Queuniet.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6548 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
706659d2bb6af350903a5b5ee9d1e09f95f6a9a3,"'Changed the way we handle HTTP headers internally so that they appear\ncase-insensitive, but the original case is preserved for output. This increases the chances of working with non-compliant clients without changing the external interface. Fixed #2970.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6546 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e172e7be57af5ecdddf7c80361eed27d4658a9cd,"'Fixed #4724 -- Added support for configurable session cookie paths. Helps with\nmultiple Django installs under the same hostname. Thanks, frej and Graham\nDumpleton.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6545 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
1a1a39738a532bf1e9ab6c603b4dc2c3ec9fd999,"'Fixed #5757 -- Updated Croation translation. Thanks, Aljosa Mohorovic.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6544 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
21b40ed59c4b37b0dca9b04d7f1dc5c9ff6e89c9,"'Fixed #5696 -- Updated Argentinean Spanish translation. Thanks, Ramiro Morales.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6543 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
da4ec5083db4c6228adc5ddba503701bd03d6582,"'Fixed #5694 -- Updated Hebrew translation. Thanks, Meir Kriheli.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6542 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
dc9def7859497e0d18f04f3bf43f4a3d55f1b287,"'Fixed #5678 -- Added Polish transliteration to urlify.js. Thanks,\nregexbot@gmail.com.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6541 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
3ea87fb9c09fa5ff659308721afe6cb1e717ddf9,'Fixed #5782 -- Fixed a small typo spotted by obeattie.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6540 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
3e3a7e02583bb2087bfff1b358a7a0bf40b55220,"'Fixed a markup problem in the docstring for the ""if"" tag. This was showing up\nin the admin docs.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6539 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
c4cdb214a6a597bfd6fae6f855303b199b3d208d,"""Fixed #5313 -- Only avoid compressing Javascript when the user agent says it's Internet Explorer. Thanks, mgiger@earthbrowser.com.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6538 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
b6ec8d3a9ef9315a947535bf99f5e92ae40ce99e,"'Changed HttpResponse.get() to lower case the header value before looking it up. This makes it consistent will other header accesses. Fixed #5754, #5772.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6537 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
ad91f6889daa1744ad422f5e73f2494212c1b7e8,"'Fixed #4854 -- Recommended the use of forward slashes even in Windows configuration, to avoid having to worry about double-escaping issues. Based on a patch from adamv.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6536 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
50b824d2b1190156fd3d4b00291c297d94da07e4,"'Fixed #5633, refs #5626: Change ""Max OS X"" to ""Mac OS X"" in tutorial01.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6535 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
40f1c923e2524733b545d381b2044df8956bf00f,"'Fixed #5658 -- Added a note to the top of the ""for template authors"" template documentation that states the scope of the document, along with a link to the ""for Python programmers"" documentation.  Removed the link to the ""for Python programmers"" documentation at the bottom since it would be redundant.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6533 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
5c8b26df151117c2d0db8ad73681599cb79864bb,'Fixed #5666 -- Documented the `prefix` keyword argument for newforms.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6532 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
a1723aba3bf56a5551d04d1e5728d6f2fc7fd0c0,"'Fixed #5747 -- Added missing file extension in flatpage documentation.  Thanks, Rob Hudson.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6531 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
433cbba51230ddd65f9a832f694c4580a544bd2d,"'Fixed #5750 -- Documented `LOCALE_PATHS` setting, with a link to the internationalization documentation.  Thanks, jdetaeye and SmileyChris.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6530 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
409ba6038dcb5ff40323a1a76e20c2157e6288fd,'Fixed docstring style.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6529 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
088cb3c2f3dbef628b1ff5e1b66d216c946d61c7,'Django coding style fixes.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6528 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
73f495158c967316e9aeb5849111fceb99d60372,"'Fixed #5710 -- Fixed a missing table name quoting in the postgresql backend, thanks davep@atomicdroplet.com.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6507 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
78d557bf024db83f41c9650c58700efd24172821,"'Fixed #5744 -- Allowed SortedDict contructor to be passed a list of tuples to match the interface of dict, thanks Thomas G\xc3\xbcttler.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6506 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
928e68192c4bf1eecc2439b8c81f6f72c4f900dd,'Some Django coding style fixes.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6478 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
8ae74eae556120d3be3d04dcbeabba3619c8cca3,'Fixed #5738 -- Fixed bug with defective Unicode strings in a URL\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6475 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
b053177555dc3f716f3ee3c4f0057a082254afb3,"'Fixed #5723 -- Fixed typo in request response docs. Thanks, derelm.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6469 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
7ab381972e84b8870b301b3511cea203aeb3a01a,'Fixed an RST formatting typo.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6462 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
a0102fccfd65c4259077a7ad899c166d46a5a23a,'Fixed the note about charset encoding in PO files. It must be UTF-8 since [5708].\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6461 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
d79f684f9d198ee647b0f4e67b5c0e9469900002,'Fixed typo in comment.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6455 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
185848a526f94cadf06060410dec0f8260c110f9,"'Fixed #5641 -- Handle lazy translations correctly when used as default arguments. Thanks, permon.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6453 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4d8561a8a8f802f6874979d72eb7facbe20b5f09,'Fixed a Python 2.3 Unicode + oldforms problem. Refs #5287.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6452 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
4d8b51f60c78b79186b53b9c55aa7169062603b9,'Fixed #4986 -- Fixed a logic bug from [6166].\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6449 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
2a63414ccd9b31b7dc6353786824aefe3ef1873e,"'Fixed #5674 -- Fixed a typo in a docstring from [6446]. Thanks, ski.whitespace@gmail.com.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6448 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
291b81b4e3b869928b1b65dd892542b0ef3c7510,"'Fixed #3955 -- Handled the case when there is no LOCALE_PATHS setting from [6349]. Thanks, Wang Chun and semenov.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6447 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
fa546d797e4b7c627c91ec3740b0f104aa30549d,"'Fixed #4796. Fixed a problem when using i18n support for the first time -- in\nparticular when string_concat() was the first call made. Thanks, Andy Durdin.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6446 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
10466470c0b950b6571abf96b52c0a8254a05ed7,'Fixed #5491 -- Changed PO file generation to sort the filenames we scan prior\nto passing them to gettext. This should help reduce the changes in line\norderings caused by different translators using different operating systems and\nlocales. Based on a patch from Ramiro Morales.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6445 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
e79e2df47b6f98fc0670a6972440212fdb226ce6,'Fixed #5554 -- Small update to German translation.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6444 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
dad9bae58520f717a411c456fa38729d4385a56e,"'Fixed #5656: Added a note about needing CREATE TRIGGER privileges \nto run syncdb under Oracle. Thanks, jbronn.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6443 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
d95c0fd0177998f69156cc218a18301110adcb61,"'Fixed #5636 -- Added missing Set import for Python2.3 support. Thanks, wangchun@exoweb.net.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6438 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
964f0c16ad3c62bcae755b9b6b025bb1b69e1231,"'Fixed #5557: URLs are now properly escaped in the cache_page decorator. Thanks, eriks.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6435 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
2dd882885b8d72941a706048c59fec3f84d7377f,"'Fixed #5047: patch_cache_control now respects existing max-age settings. Thanks, permon.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6434 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e70ecc93ff3bc610ab976774786cfd22a15c80ef,'Fixed #5627: Added documentation and caveats about using the oracle \nbackend.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6432 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
4b4ecb6d668567ddbc9b88abac01d8ef21a56741,"'Fixed #5615: Corrected a typo in docs/email.txt. Thanks, raprasad@gmail.com.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6431 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
f4bb24658bfbcf9dcf9fdda08ddf0e611ee22f8d,"'Fixed #5604 -- Check for use of HTTPS by looking at the `wsgi.url_scheme` environment variable instead of the `HTTPS` environment variable since `wsgi.url_scheme` is required by the WSGI spec, while `HTTPS` is not.  Thanks, ramiro.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6428 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e8c9e3a853954d7eae76243eeb8ab67fb8fdea40,"'Fixed #5598 -- Restored needed imports that were removed in [6333].  Thanks, gav.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6425 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
960c1263b60b4341a1a0ddf192ab1102a94d20af,"'Fixed #5559: instances sent via post-save signals no longer have pks of None. Thanks, Joseph Kocherhans.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6411 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4edecaeae95ac02339f51d84dbe0dd414c7c3d61,"'Fixed #2603 -- Fixed a typo and added a helpful example reference to the generic view pagination docs. Thanks, Nick Efford.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6410 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4d30be23dcfc185ff56fb4bbf8ef77f5f47ade53,'Fixed #5364 -- Clarified the warning regarding saving form_for_model forms with missing fields. Thanks to PhilR for the initial draft.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6409 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
2d1d7e453c03f4585e8fed803d31deaeef3c2ee0,'Fixed generic view test which was failing on Postgres and MySQL.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6407 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f2101abacff1069303d2afa204106e049c633654,'Fixed #5553 -- Fixed a serialization problem with datetime and time objects. Thanks to pigletto for the patch.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6406 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
694323ec743b7beff9abb464bdd622599525f973,"'Fixed #5565: Corrected small reST error in docs/db-apit.txt. Thanks, gkelly\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6405 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
872f06d770413d771e11791dda84abb15c987884,'Fixed #5566 -- Fixed typo from [6042]. Thanks to thomas@gumption.com and mir for bringing attention to this.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6404 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
87d71277b8e43f7042b82aed9d4b4c77cf1ec68f,'Fixed misleading comment from [6402].\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6403 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
901c3708fb8a2e51bddd37358f8e536282a8c266,'Fixed #5564 -- Fixed handling of the ProjectCommand used by startapp.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6402 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
302eeaf1904a2f3852b223a563617d4999b4e9ae,"""Fixed #5516 -- Added the ability for applications to define their own management commands. Pieces of this patch taken from a contribution by Todd O'Bryan. Thanks Todd.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6400 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
2570954a9aa8ae8ad1edb6927f80b5952dfe5674,"""Fixed #3453: introduced a new template variable resolution system by Brian Harring (thanks!). The upshot is that variable resolution is about 25% faster, and you should see a measurable performance increase any time you've got long or deeply nested loops. \n\nVariable resolution has changed behind the scenes -- see the note in templates_python.txt -- but template.resolve_variable() still exists. This should be fully backwards-compatible.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6399 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
75e462099baad442570009e376d5304b864797bc,"'Fixed #5556 - Minor typo in settings docs. Thanks for the eagle eyes, jleedev.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6398 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
5ae6fafad7b2de9d5df042a6e07e41d746b4b59b,"'Fixed #3872, which turns out to not have been a bug in the first place, by reverting [6364].\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6397 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
484189ff9ca4b682a113a6d8bfd76848a52b71f6,'Fixed httpwrappers tests broken by [6385].\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6396 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
bf6effdfafc06e03f285e24c7fb9c44e2798b096,"'Fixed #5148 -- Added link to `DEFAULT_FROM_EMAIL` setting in email documentation.  Thanks, mcroydon.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@6392 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
